step, mean infection rate, std. dev
0,0.0126,0.0008
600,0.0179,0.0096
1200,0.0289,0.0184
1800,0.0433,0.0333
2400,0.0551,0.0438
3000,0.0731,0.0562
3600,0.0996,0.0750
4200,0.1306,0.0942
4800,0.1699,0.1122
5400,0.2208,0.1349
6000,0.2723,0.1511
6600,0.3346,0.1734
7200,0.3966,0.1885
7800,0.4624,0.1968
8400,0.5403,0.2123
9000,0.6123,0.2037
9600,0.6719,0.1998
10200,0.7288,0.1894
10800,0.7807,0.1834
11400,0.8261,0.1649
12000,0.8641,0.1554
12600,0.8993,0.1347
13200,0.9231,0.1199
13800,0.9367,0.1048
14400,0.9535,0.0832
15000,0.9642,0.0693
15600,0.9711,0.0579
16200,0.9795,0.0451
16800,0.9840,0.0362
17400,0.9877,0.0283
18000,0.9898,0.0262
18600,0.9918,0.0188
19200,0.9935,0.0144
19800,0.9951,0.0117
20400,0.9959,0.0100
21000,0.9968,0.0093
21600,0.9976,0.0089
22200,0.9990,0.0044
22800,0.9990,0.0044
23400,0.9992,0.0041
24000,0.9992,0.0041
24600,0.9995,0.0038
25200,0.9995,0.0038
25800,0.9997,0.0019
26400,1.0000,0.0000
